

Measurement ID,31116
Battery Name,LG M50
Battery Type,
Circuit,MCCD_0887
Program,1245 - Recovas_Capacity_Check
Start Time,1/12/2022 5:28:37 PM
End Time,1/13/2022 1:10:42 AM
Test section,TS029667
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTemp001,
[],[],[ss.xxx],[ss.xxx],[],[],[],[V],[A],[Ah],[AhPrev],[Wh],[Watt],[T1],
1,...,0.000,0.000,0,0,Recovas_Capacity_Check,3.20818,0.00000,,,,,,
5,PAU,0.005,0.040,0,0,Recovas_Capacity_Check,3.20818,0.00000,,,,,,
5,PAU,0.005,0.040,0,0,Recovas_Capacity_Check,3.20818,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,120.012,120.047,0,0,Recovas_Capacity_Check,3.20818,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,240.018,240.053,0,0,Recovas_Capacity_Check,3.20829,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,360.016,360.051,0,0,Recovas_Capacity_Check,3.20829,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,480.023,480.058,0,0,Recovas_Capacity_Check,3.20829,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,600.028,600.063,0,0,Recovas_Capacity_Check,3.20829,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,720.014,720.049,0,0,Recovas_Capacity_Check,3.20840,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,840.056,840.091,0,0,Recovas_Capacity_Check,3.20840,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,960.010,960.045,0,0,Recovas_Capacity_Check,3.20840,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,1080.023,1080.058,0,0,Recovas_Capacity_Check,3.20851,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,1200.026,1200.061,0,0,Recovas_Capacity_Check,3.20851,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,1320.023,1320.058,0,0,Recovas_Capacity_Check,3.20851,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,1440.018,1440.053,0,0,Recovas_Capacity_Check,3.20851,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,1560.025,1560.060,0,0,Recovas_Capacity_Check,3.20851,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,1680.017,1680.052,0,0,Recovas_Capacity_Check,3.20862,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,1800.011,1800.046,0,0,Recovas_Capacity_Check,3.20862,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,1800.037,1800.072,0,0,Recovas_Capacity_Check,3.20862,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
5,PAU,1800.037,1800.072,0,0,Recovas_Capacity_Check,3.20862,0.00000,,,,,,
6,CHA,0.000,1800.086,0,0,Recovas_Capacity_Check,3.25676,0.00000,,,,,,
6,CHA,0.000,1800.086,0,0,Recovas_Capacity_Check,3.25676,0.00000,0.00000,0.00000,0.00000,0.00000,25.10000,
6,CHA,0.091,1800.177,0,0,Recovas_Capacity_Check,3.26955,1.66832,0.00006,0.00000,0.00020,5.45465,25.10000,
6,CHA,0.351,1800.437,0,0,Recovas_Capacity_Check,3.27955,1.66940,0.00018,0.00000,0.00059,5.47487,25.10000,
