

Measurement ID,28160
Battery Name,LG M50
Battery Type,
Circuit,MCCD_0877
Program,1245 - Recovas_Capacity_Check
Start Time,11/23/2021 3:18:27 PM
End Time,11/23/2021 11:09:50 PM
Test section,TS026738
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTemp001,
[],[],[ss.xxx],[ss.xxx],[],[],[],[V],[A],[Ah],[AhPrev],[Wh],[Watt],[T1],
1,...,0.000,0.000,0,0,Recovas_Capacity_Check,0.00000,0.00000,,,,,,
5,PAU,0.010,0.119,0,0,Recovas_Capacity_Check,3.16020,0.00000,,,,,,
5,PAU,0.010,0.119,0,0,Recovas_Capacity_Check,3.16020,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,120.064,120.173,0,0,Recovas_Capacity_Check,3.16031,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,240.032,240.141,0,0,Recovas_Capacity_Check,3.16042,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,360.058,360.167,0,0,Recovas_Capacity_Check,3.16053,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,480.067,480.176,0,0,Recovas_Capacity_Check,3.16065,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,600.054,600.163,0,0,Recovas_Capacity_Check,3.16076,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,720.188,720.297,0,0,Recovas_Capacity_Check,3.16076,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,840.030,840.139,0,0,Recovas_Capacity_Check,3.16087,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,960.038,960.147,0,0,Recovas_Capacity_Check,3.16098,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,1080.052,1080.161,0,0,Recovas_Capacity_Check,3.16109,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,1200.057,1200.166,0,0,Recovas_Capacity_Check,3.16109,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,1320.109,1320.218,0,0,Recovas_Capacity_Check,3.16120,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,1440.037,1440.146,0,0,Recovas_Capacity_Check,3.16131,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,1560.046,1560.155,0,0,Recovas_Capacity_Check,3.16142,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,1680.048,1680.157,0,0,Recovas_Capacity_Check,3.16142,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,1800.035,1800.144,0,0,Recovas_Capacity_Check,3.16154,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,1800.035,1800.144,0,0,Recovas_Capacity_Check,3.16154,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
5,PAU,1800.035,1800.144,0,0,Recovas_Capacity_Check,3.16154,0.00000,,,,,,
6,CHA,0.000,1800.171,0,0,Recovas_Capacity_Check,3.21849,0.00000,,,,,,
6,CHA,0.000,1800.171,0,0,Recovas_Capacity_Check,3.21849,0.00000,0.00000,0.00000,0.00000,0.00000,26.10000,
6,CHA,0.107,1800.278,0,0,Recovas_Capacity_Check,3.22850,1.66860,0.00005,0.00000,0.00016,5.38708,26.10000,
6,CHA,0.741,1800.912,0,0,Recovas_Capacity_Check,3.23851,1.66977,0.00029,0.00000,0.00094,5.40757,26.10000,
6,CHA,1.004,1801.175,0,0,Recovas_Capacity_Check,3.24063,1.66995,0.00047,0.00000,0.00151,5.41168,26.10000,
6,CHA,2.041,1802.212,0,0,Recovas_Capacity_Check,3.24441,1.66995,0.00096,0.00000,0.00311,5.41781,26.10000,
6,CHA,3.036,1803.207,0,0,Recovas_Capacity_Check,3.24730,1.66995,0.00141,0.00000,0.00457,5.42282,26.10000,
6,CHA,3.639,1803.810,0,0,Recovas_Capacity_Check,3.24852,1.66995,0.00166,0.00000,0.00538,5.42487,26.10000,
6,CHA,4.025,1804.196,0,0,Recovas_Capacity_Check,3.24964,1.66995,0.00187,0.00000,0.00605,5.42672,26.10000,
